#Aurora Hemispheric Power Tabular Values
# Product: Ovation Aurora Short Term Forecast    http://services.swpc.noaa.gov/text/aurora-nowcast-hemi-power.txt
# Timestamp is the valid time of a 30 minute forecast
# This file contains data for 2020-08-05
#
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center.
# Please send comments and suggestions to SWPC.CustomerSupport@noaa.gov
#
# Missing Data:  (n/a)
# Cadence:   5 minutes
#
# Tabular Data Format
#
# Year-Month-Day Hour:Minute    North-Hemispheric-Power-Index-GigaWatts    South-Hemispheric-Power-Index-GigaWatts
# YYYY-MM-DD HH:MM     NorthHPI(GW)    SouthHPI(GW)
#----------------------------------------------------
2020-08-05 00:00      25      23
2020-08-05 00:05      26      23
2020-08-05 00:10      26      24
2020-08-05 00:15      26      24
2020-08-05 00:20      25      23
2020-08-05 00:25      26      23
2020-08-05 00:30      26      24
2020-08-05 00:35      26      24
2020-08-05 00:40      26      24
2020-08-05 00:45      26      24
2020-08-05 00:50      26      23
2020-08-05 00:55      25      23
2020-08-05 01:00      26      23
2020-08-05 01:05      26      23
2020-08-05 01:10      26      23
2020-08-05 01:15      26      23
2020-08-05 01:20      26      23
2020-08-05 01:25      26      23
2020-08-05 01:30      26      23
2020-08-05 01:35      25      23
2020-08-05 01:40      25      23
2020-08-05 01:45      25      23
2020-08-05 01:50      25      23
2020-08-05 01:55      26      23
2020-08-05 02:00      26      23
2020-08-05 02:05      26      23
2020-08-05 02:10      26      23
2020-08-05 02:15      25      23
2020-08-05 02:20      26      23
2020-08-05 02:25      26      23
2020-08-05 02:30      25      23
2020-08-05 02:35      24      22
2020-08-05 02:40      23      22
2020-08-05 02:45      23      21
2020-08-05 02:50      23      21
2020-08-05 02:55      23      21
2020-08-05 03:00      23      21
2020-08-05 03:05      23      21
2020-08-05 03:10      22      21
2020-08-05 03:15      22      20
2020-08-05 03:25      21      20
2020-08-05 03:30      21      20
2020-08-05 03:35      21      20
2020-08-05 03:40      21      20
2020-08-05 03:45      21      19
2020-08-05 03:55      20      19
2020-08-05 04:00      20      18
2020-08-05 04:05      20      18
2020-08-05 04:10      20      19
2020-08-05 04:15      20      19
2020-08-05 04:20      21      19
2020-08-05 04:25      21      19
2020-08-05 04:30      21      19
2020-08-05 04:35      21      19
2020-08-05 04:40      21      19
2020-08-05 04:45      21      20
2020-08-05 04:50      21      20
2020-08-05 04:55      21      20
2020-08-05 05:00      22      20
2020-08-05 05:05      21      20
2020-08-05 05:15      21      20
2020-08-05 05:20      22      20
2020-08-05 05:25      22      20
2020-08-05 05:30      22      20
2020-08-05 05:35      22      20
2020-08-05 05:40      21      19
2020-08-05 05:45      20      19
2020-08-05 05:50      20      18
2020-08-05 05:55      19      18
2020-08-05 06:05      18      17
2020-08-05 06:10      18      16
2020-08-05 06:15      17      16
2020-08-05 06:20      16      15
2020-08-05 06:25      15      14
2020-08-05 06:30      14      13
2020-08-05 06:35      14      13
2020-08-05 06:40      14      13
2020-08-05 06:45      14      13
2020-08-05 06:50      13      13
2020-08-05 06:55      13      13
2020-08-05 07:00      13      13
2020-08-05 07:05      13      13
2020-08-05 07:10      13      12
2020-08-05 07:15      13      12
2020-08-05 07:20      12      12
2020-08-05 07:25      11      11
2020-08-05 07:35      11      11
2020-08-05 07:40      11      11
2020-08-05 07:45      11      11
2020-08-05 07:50      11      11
2020-08-05 07:55      12      11
2020-08-05 08:00      12      11
2020-08-05 08:05      12      12
2020-08-05 08:10      12      12
2020-08-05 08:15      12      12
2020-08-05 08:20      12      12
2020-08-05 08:25      12      12
2020-08-05 08:30      12      11
2020-08-05 08:35      12      11
2020-08-05 08:40      11      11
2020-08-05 08:45      11      11
2020-08-05 08:50      11      11
2020-08-05 08:55      10      10
2020-08-05 09:00      10      10
2020-08-05 09:05      10      10
2020-08-05 09:10      10      10
2020-08-05 09:15      10      10
2020-08-05 09:20       9       9
2020-08-05 09:25      10      10
2020-08-05 09:30      10      10
2020-08-05 09:35      10      10
2020-08-05 09:40      10      10
2020-08-05 09:45      10      10
2020-08-05 09:50      10      10
2020-08-05 09:55      10      10
2020-08-05 10:05       9       9
2020-08-05 10:10      10      10
2020-08-05 10:15      10      10
2020-08-05 10:20      11      10
2020-08-05 10:25      11      11
2020-08-05 10:35      11      11
2020-08-05 10:45      11      11
2020-08-05 10:45      11      11
2020-08-05 10:55      10      10
2020-08-05 11:05      10      10
2020-08-05 11:10      10      10
2020-08-05 11:15      10      10
2020-08-05 11:20      10      10
2020-08-05 11:25      10      10
2020-08-05 11:30      10      10
2020-08-05 11:35      10      10
2020-08-05 11:40      10      10
2020-08-05 11:45      10      10
2020-08-05 11:50      10      10
2020-08-05 11:55      10      10
2020-08-05 12:00      10      10
2020-08-05 12:05      10      10
2020-08-05 12:10      10      10
2020-08-05 12:15      10      10
2020-08-05 12:20      10      10
2020-08-05 12:25      10      10
2020-08-05 12:30      10      10
2020-08-05 12:35      11      11
2020-08-05 12:40      11      11
2020-08-05 12:45      11      11
2020-08-05 12:50      11      11
2020-08-05 12:55      12      11
2020-08-05 13:00      12      11
2020-08-05 13:05      12      12
2020-08-05 13:10      12      12
2020-08-05 13:15      12      12
2020-08-05 13:20      12      12
2020-08-05 13:25      13      12
2020-08-05 13:30      13      12
2020-08-05 13:35      13      12
2020-08-05 13:40      13      12
2020-08-05 13:45      13      13
2020-08-05 13:50      13      13
2020-08-05 13:55      13      13
2020-08-05 14:00      13      13
2020-08-05 14:05      13      13
2020-08-05 14:10      13      13
2020-08-05 14:15      14      13
2020-08-05 14:20      14      13
2020-08-05 14:25      14      13
2020-08-05 14:30      14      13
2020-08-05 14:35      13      13
2020-08-05 14:40      13      13
2020-08-05 14:45      13      13
2020-08-05 14:50      13      13
2020-08-05 14:55      13      13
2020-08-05 15:00      13      13
2020-08-05 15:05      13      13
2020-08-05 15:10      13      13
2020-08-05 15:15      13      13
2020-08-05 15:20      14      13
2020-08-05 15:25      14      13
2020-08-05 15:30      14      13
2020-08-05 15:35      14      14
2020-08-05 15:40      15      14
2020-08-05 15:45      15      14
2020-08-05 15:50      14      14
2020-08-05 15:55      14      14
2020-08-05 16:00      14      13
2020-08-05 16:05      14      13
2020-08-05 16:10      13      12
2020-08-05 16:15      12      12
2020-08-05 16:20      11      11
2020-08-05 16:25      11      11
2020-08-05 16:30      11      11
2020-08-05 16:35      11      11
2020-08-05 16:40      11      11
2020-08-05 16:45      11      11
2020-08-05 16:50      11      11
2020-08-05 16:55      11      11
2020-08-05 17:00      11      11
2020-08-05 17:05      10      10
2020-08-05 17:10      10      10
2020-08-05 17:15      10      10
2020-08-05 17:20      10      10
2020-08-05 17:25      10      10
2020-08-05 17:30      10      10
2020-08-05 17:35       9       9
2020-08-05 17:40       9       9
2020-08-05 17:45      10      10
2020-08-05 17:50      10      10
2020-08-05 17:55      11      11
2020-08-05 18:00      11      11
2020-08-05 18:05      12      12
2020-08-05 18:10      12      12
2020-08-05 18:15      13      13
2020-08-05 18:20      14      13
2020-08-05 18:25      14      13
2020-08-05 18:30      15      14
2020-08-05 18:35      15      15
2020-08-05 18:45      17      16
2020-08-05 18:50      18      17
2020-08-05 18:55      18      17
2020-08-05 19:00      19      17
2020-08-05 19:05      18      17
2020-08-05 19:10      18      17
2020-08-05 19:15      18      17
2020-08-05 19:20      19      17
2020-08-05 19:25      19      18
2020-08-05 19:30      20      18
2020-08-05 19:35      20      19
2020-08-05 19:40      21      19
2020-08-05 19:45      21      20
2020-08-05 19:50      22      20
2020-08-05 19:55      23      21
2020-08-05 20:00      23      21
2020-08-05 20:05      24      22
2020-08-05 20:10      24      22
2020-08-05 20:15      24      22
2020-08-05 20:20      24      22
2020-08-05 20:25      24      22
2020-08-05 20:30      24      22
2020-08-05 20:35      24      22
2020-08-05 20:40      24      22
2020-08-05 20:45      25      22
2020-08-05 20:50      25      23
2020-08-05 20:55      24      22
2020-08-05 21:00      24      22
2020-08-05 21:05      24      22
2020-08-05 21:10      24      22
2020-08-05 21:15      24      22
2020-08-05 21:20      25      23
2020-08-05 21:25      25      23
2020-08-05 21:30      25      23
2020-08-05 21:35      25      23
2020-08-05 21:40      25      23
2020-08-05 21:45      25      23
2020-08-05 21:50      24      22
2020-08-05 21:55      23      21
2020-08-05 21:55      23      21
2020-08-05 22:05      23      21
2020-08-05 22:10      22      21
2020-08-05 22:15      22      21
2020-08-05 22:20      22      21
2020-08-05 22:25      22      21
2020-08-05 22:30      22      20
2020-08-05 22:35      22      20
2020-08-05 22:40      21      20
2020-08-05 22:45      21      19
2020-08-05 22:50      21      19
2020-08-05 22:55      20      19
2020-08-05 23:00      19      18
2020-08-05 23:05      18      17
2020-08-05 23:10      18      17
2020-08-05 23:15      17      16
2020-08-05 23:20      16      15
2020-08-05 23:25      16      15
2020-08-05 23:30      15      14
2020-08-05 23:35      14      14
2020-08-05 23:45      13      12
2020-08-05 23:50      13      12
2020-08-05 23:55      12      12
